,veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
12290,0.78,0.372347707,0,0,0.0,HBACK,3,M,B,3
12291,1.62,0.372347707,0,0,0.0,MIBUS,4,M,C,4
12292,5.899,0.0301163587,0,0,0.0,STNWG,1,F,F,2
12293,0.44,0.372347707,0,0,0.0,UTE,4,M,C,5
12294,1.33,0.372347707,0,0,0.0,HBACK,2,M,A,5
12295,1.19,0.1642710472,0,0,0.0,UTE,4,F,C,2
12296,2.23,0.4188911704,0,0,0.0,SEDAN,1,M,A,6
12297,1.98,0.372347707,0,0,0.0,SEDAN,2,F,B,5
12298,1.21,0.9691991786,1,1,903.90999985,HBACK,2,M,A,6
12299,2.92,0.9199178645,0,0,0.0,MIBUS,3,F,C,3
12300,0.3,0.3696098563,1,1,200.0,SEDAN,4,F,C,5
12301,2.48,0.3832991102,0,0,0.0,SEDAN,1,F,C,4
12302,0.41,0.3696098563,0,0,0.0,HBACK,4,M,C,3
12303,1.86,0.1067761807,0,0,0.0,HBACK,2,F,C,2
12304,1.09,0.3668720055,0,0,0.0,SEDAN,4,M,A,4
12305,4.37,0.424366872,0,0,0.0,STNWG,1,M,D,5
12306,1.78,0.3668720055,0,0,0.0,UTE,1,F,B,2
12307,1.68,0.3668720055,0,0,0.0,STNWG,4,M,D,4
12308,0.71,0.3696098563,0,0,0.0,SEDAN,4,M,C,5
12309,1.61,0.3668720055,0,0,0.0,STNWG,4,F,C,4
12310,0.86,0.2737850787,0,0,0.0,SEDAN,3,F,C,4
12311,0.72,0.372347707,0,0,0.0,HBACK,3,F,B,5
12312,1.44,0.3668720055,0,0,0.0,SEDAN,2,M,C,5
12313,0.78,0.372347707,0,0,0.0,HBACK,3,F,C,5
12314,1.16,0.372347707,0,0,0.0,STNWG,4,M,A,6
12315,1.77,0.372347707,0,0,0.0,SEDAN,1,M,D,6
12316,1.6,0.3696098563,0,0,0.0,STNWG,4,F,F,5
12317,0.61,0.4490075291,1,1,587.64999962,PANVN,4,F,B,2
12318,0.62,0.629705681,0,0,0.0,SEDAN,4,F,E,2
12319,1.578,0.8295687885,0,0,0.0,HBACK,1,F,A,3
12320,1.12,0.3696098563,0,0,0.0,HBACK,3,M,D,4
12321,3.13,0.1232032854,0,0,0.0,HBACK,2,F,B,4
12322,1.5,0.3668720055,0,0,0.0,HBACK,3,F,C,4
12323,2.13,0.1861738535,0,0,0.0,STNWG,3,F,C,2
12324,0.44,0.3832991102,0,0,0.0,HBACK,4,M,B,4
12325,1.82,0.6269678302,0,0,0.0,HBACK,2,F,B,2
12326,1.61,0.372347707,0,0,0.0,STNWG,4,M,E,2
12327,2.94,0.2765229295,0,0,0.0,SEDAN,1,F,C,4
12328,1.7,0.3668720055,0,0,0.0,COUPE,4,F,A,4
12329,3.11,0.4024640657,0,0,0.0,STNWG,2,F,E,3
12330,1.93,0.3696098563,0,0,0.0,HBACK,2,F,A,4
12331,2.08,0.3696098563,0,0,0.0,SEDAN,3,F,A,4
12332,1.17,0.7802874743,0,0,0.0,SEDAN,3,F,D,4
12333,2.48,0.372347707,0,0,0.0,SEDAN,1,M,E,4
12334,2.03,0.8405201916,0,0,0.0,SEDAN,1,F,C,3
12335,2.8,0.3696098563,0,0,0.0,HBACK,2,M,C,2
12336,1.0,0.4079397673,0,0,0.0,UTE,4,M,D,6
12337,0.73,0.3696098563,0,0,0.0,SEDAN,4,F,A,6
12338,1.12,0.3696098563,0,0,0.0,HBACK,3,F,C,3
12339,1.03,0.3696098563,0,0,0.0,SEDAN,4,F,A,5
12340,1.95,0.3696098563,0,0,0.0,SEDAN,2,M,B,5
12341,0.5,0.3696098563,0,0,0.0,SEDAN,4,F,A,4
12342,4.39,0.6324435318,0,0,0.0,STNWG,2,M,C,4
12343,2.54,0.7802874743,0,0,0.0,SEDAN,1,F,F,2
12344,0.3,0.3668720055,1,1,1872.8099976,SEDAN,4,F,B,4
12345,1.63,0.3668720055,0,0,0.0,HBACK,2,F,B,3
12346,0.86,0.0027378508,0,0,0.0,SEDAN,3,M,B,2
12347,3.77,0.8761122519,0,0,0.0,STNWG,2,M,D,4
12348,0.8,0.7802874743,0,0,0.0,COUPE,4,M,D,1
12349,1.31,0.3668720055,0,0,0.0,SEDAN,3,F,B,5
12350,1.13,0.372347707,0,0,0.0,HBACK,3,F,A,5
12351,1.45,0.6269678302,0,0,0.0,STNWG,4,M,A,2
12352,1.69,0.372347707,0,0,0.0,COUPE,4,M,A,4
12353,0.93,0.9993155373,0,0,0.0,TRUCK,4,M,E,1
12354,1.26,0.372347707,0,0,0.0,COUPE,3,M,A,4
12355,0.73,0.372347707,0,0,0.0,SEDAN,4,F,A,2
12356,1.61,0.3997262149,0,0,0.0,SEDAN,2,M,B,3
12357,1.04,0.372347707,0,0,0.0,SEDAN,3,F,A,5
12358,3.42,0.3696098563,0,0,0.0,UTE,1,F,D,3
12359,0.89,0.629705681,0,0,0.0,HBACK,3,F,C,4
12360,1.32,0.3696098563,0,0,0.0,SEDAN,3,F,B,5
12361,0.72,0.3668720055,0,0,0.0,HBACK,3,M,C,3
12362,2.47,0.1724845996,0,0,0.0,STNWG,3,F,E,2
12363,0.99,0.8405201916,0,0,0.0,SEDAN,3,F,C,1
12364,0.71,0.3668720055,0,0,0.0,SEDAN,4,F,A,5
12365,0.73,0.3668720055,0,0,0.0,HBACK,4,F,A,3
12366,1.61,0.3696098563,0,0,0.0,SEDAN,2,F,A,5
12367,2.01,0.372347707,0,0,0.0,CONVT,2,M,F,2
12368,1.45,0.372347707,0,0,0.0,SEDAN,2,M,B,6
12369,2.89,0.1861738535,0,0,0.0,UTE,1,M,B,3
12370,3.22,0.372347707,0,0,0.0,STNWG,3,M,C,3
12371,1.49,0.1587953457,0,0,0.0,HBACK,2,F,B,5
12372,1.33,0.3915126626,0,0,0.0,HBACK,3,F,A,4
12373,1.54,0.9993155373,0,0,0.0,PANVN,3,M,B,2
12374,2.18,0.8405201916,0,0,0.0,SEDAN,2,F,B,4
12375,2.03,0.720054757,0,0,0.0,STNWG,3,F,E,3
12376,4.51,0.2491444216,0,0,0.0,STNWG,1,M,E,6
12377,1.03,0.3696098563,0,0,0.0,HBACK,3,F,A,5
12378,1.65,0.3696098563,0,0,0.0,HBACK,2,F,C,4
12379,1.35,0.372347707,0,0,0.0,HBACK,1,F,B,4
12380,3.05,0.7802874743,0,0,0.0,UTE,3,F,D,2
12381,3.83,0.3696098563,0,0,0.0,STNWG,2,M,C,3
12382,2.55,0.9993155373,0,0,0.0,STNWG,3,F,F,3
12383,0.68,0.7802874743,0,0,0.0,HBACK,4,F,B,4
12384,3.47,0.372347707,0,0,0.0,STNWG,1,F,A,5
12385,0.88,0.4818617385,0,0,0.0,SEDAN,3,M,A,4
12386,1.13,0.372347707,0,0,0.0,SEDAN,3,F,A,6
12387,1.5,0.6269678302,0,0,0.0,SEDAN,3,F,A,2
12388,1.5,0.629705681,0,0,0.0,SEDAN,3,M,B,4
12389,1.45,0.6269678302,1,1,1354.4899979,SEDAN,3,M,B,5
12390,3.02,0.629705681,0,0,0.0,STNWG,3,F,E,5
12391,0.88,0.6269678302,0,0,0.0,STNWG,4,F,F,2
12392,1.39,0.372347707,0,0,0.0,HBACK,3,M,B,3
12393,1.45,0.8761122519,0,0,0.0,UTE,2,M,B,3
12394,1.23,0.3696098563,0,0,0.0,SEDAN,3,F,A,6
12395,1.35,0.3696098563,0,0,0.0,SEDAN,3,F,A,4
12396,0.7,0.3696098563,0,0,0.0,HBACK,4,F,B,3
12397,2.18,0.7939767283,0,0,0.0,SEDAN,2,F,E,4
12398,2.26,0.3696098563,0,0,0.0,STNWG,2,F,D,5
12399,3.23,0.8323066393,0,0,0.0,STNWG,3,M,A,4
12400,0.4,0.3093771389,0,0,0.0,SEDAN,4,F,D,3
12401,1.87,0.8761122519,0,0,0.0,SEDAN,2,F,B,3
12402,1.58,0.1067761807,0,0,0.0,SEDAN,3,F,D,5
12403,1.31,0.4845995893,0,0,0.0,HBACK,1,F,C,1
12404,1.32,0.3696098563,0,0,0.0,SEDAN,3,F,F,2
12405,4.32,0.1587953457,1,1,2031.5499992,STNWG,2,M,D,1
12406,0.77,0.629705681,0,0,0.0,SEDAN,4,M,A,1
12407,1.65,0.7885010267,0,0,0.0,SEDAN,1,M,C,6
12408,1.03,0.5694729637,0,0,0.0,HBACK,2,F,D,6
12409,2.35,0.4490075291,0,0,0.0,HDTOP,3,M,C,4
12410,3.26,0.4298425736,1,1,353.76999998,UTE,2,M,D,5
12411,1.2,0.3668720055,0,0,0.0,STNWG,3,F,C,4
12412,2.38,0.6324435318,0,0,0.0,STNWG,4,F,D,3
12413,1.37,0.5694729637,0,0,0.0,HBACK,1,F,C,4
12414,1.81,0.8405201916,1,1,1599.5199966,SEDAN,2,F,C,6
12415,2.69,0.5694729637,0,0,0.0,STNWG,2,M,A,4
12416,0.46,0.5694729637,0,0,0.0,SEDAN,4,M,B,6
12417,1.84,0.8405201916,0,0,0.0,TRUCK,3,M,F,1
12418,2.66,0.5694729637,1,1,390.0,STNWG,3,F,D,4
12419,0.89,0.3668720055,0,0,0.0,HBACK,3,M,B,3
12420,4.03,0.5694729637,0,0,0.0,STNWG,2,M,C,3
12421,3.02,0.5694729637,0,0,0.0,STNWG,2,M,F,6
12422,1.35,0.6324435318,0,0,0.0,UTE,3,M,A,5
12423,1.19,0.5694729637,0,0,0.0,STNWG,4,M,A,5
12424,1.57,0.8596851472,1,2,400.0,SEDAN,2,F,A,2
12425,0.79,0.5694729637,1,1,200.0,HBACK,3,F,A,3
12426,1.68,0.6324435318,0,0,0.0,SEDAN,3,F,E,2
12427,1.47,0.5694729637,0,0,0.0,HBACK,2,F,E,4
12428,1.62,0.3668720055,0,0,0.0,SEDAN,4,M,C,2
12429,0.55,0.4298425736,0,0,0.0,HBACK,4,F,D,2
12430,0.55,0.4490075291,0,0,0.0,UTE,4,M,C,1
12431,1.35,0.6324435318,0,0,0.0,UTE,3,M,A,5
12432,1.61,0.3668720055,0,0,0.0,HBACK,2,F,B,4
12433,2.34,0.3668720055,0,0,0.0,STNWG,3,F,F,4
12434,0.92,0.3668720055,0,0,0.0,STNWG,3,M,C,5
12435,1.45,0.5694729637,0,0,0.0,HBACK,1,F,A,5
12436,1.31,0.5694729637,0,0,0.0,STNWG,4,F,B,4
12437,2.52,0.4462696783,0,0,0.0,SEDAN,1,F,E,4
12438,1.31,0.0164271047,0,0,0.0,SEDAN,3,M,C,4
12439,1.45,0.5694729637,0,0,0.0,HBACK,1,M,B,5
12440,1.92,0.5694729637,0,0,0.0,SEDAN,1,M,C,6
12441,3.193,0.3148528405,0,0,0.0,STNWG,1,F,C,5
12442,0.46,0.372347707,0,0,0.0,HBACK,4,F,B,6
12443,2.54,0.4490075291,0,0,0.0,STNWG,2,F,A,3
12444,3.99,0.3668720055,0,0,0.0,STNWG,2,F,D,4
12445,4.73,0.038329911,0,0,0.0,STNWG,2,F,E,3
12446,0.68,0.3668720055,0,0,0.0,SEDAN,4,F,D,6
12447,2.11,0.372347707,0,0,0.0,SEDAN,1,F,D,5
12448,1.94,0.9993155373,0,0,0.0,PANVN,3,F,C,4
12449,0.37,0.4490075291,0,0,0.0,SEDAN,4,F,A,4
12450,1.12,0.372347707,0,0,0.0,HBACK,3,F,C,4
12451,1.47,0.3696098563,1,1,430.55999994,HBACK,2,F,B,4
12452,0.91,0.2874743326,0,0,0.0,HBACK,3,F,A,4
12453,0.66,0.4490075291,0,0,0.0,HBACK,4,F,A,3
12454,1.35,0.3696098563,0,0,0.0,SEDAN,3,M,A,4
12455,2.03,0.3805612594,0,0,0.0,STNWG,3,F,A,4
12456,0.41,0.5694729637,0,0,0.0,STNWG,4,F,A,5
12457,1.43,0.4462696783,0,0,0.0,STNWG,4,M,F,2
12458,3.94,0.5694729637,0,0,0.0,STNWG,2,F,A,4
12459,1.88,0.5694729637,0,0,0.0,HBACK,1,F,C,4
12460,2.43,0.3778234086,0,0,0.0,STNWG,3,F,F,2
12461,0.96,0.4298425736,0,0,0.0,HBACK,3,F,A,2
12462,3.18,0.3778234086,0,0,0.0,STNWG,2,F,D,5
12463,0.91,0.2902121834,0,0,0.0,SEDAN,3,F,B,2
12464,2.14,0.5503080082,0,0,0.0,SEDAN,2,F,B,3
12465,3.67,0.5092402464,0,0,0.0,STNWG,2,M,E,2
12466,2.59,0.3668720055,0,0,0.0,STNWG,3,M,A,4
12467,1.41,0.629705681,0,0,0.0,SEDAN,3,F,C,4
12468,1.11,0.4298425736,0,0,0.0,SEDAN,3,F,C,4
12469,1.25,0.372347707,0,0,0.0,HBACK,2,M,B,4
12470,3.24,0.3696098563,0,0,0.0,STNWG,1,M,E,4
12471,3.11,0.372347707,0,0,0.0,STNWG,2,M,F,6
12472,4.149,0.205338809,0,0,0.0,UTE,1,M,C,2
12473,2.01,0.5694729637,0,0,0.0,TRUCK,3,M,E,3
12474,7.19,0.8240930869,0,0,0.0,SEDAN,2,F,B,5
12475,0.46,0.372347707,0,0,0.0,HBACK,4,F,B,4
12476,0.83,0.5694729637,0,0,0.0,HBACK,3,F,C,6
12477,1.6,0.8405201916,0,0,0.0,SEDAN,1,M,E,3
12478,1.79,0.5694729637,0,0,0.0,SEDAN,3,F,E,6
12479,1.29,0.4900752909,0,0,0.0,HDTOP,4,F,F,3
12480,1.02,0.5694729637,0,0,0.0,HBACK,3,F,A,5
12481,1.85,0.8761122519,0,0,0.0,HBACK,2,M,C,6
12482,0.91,0.5694729637,0,0,0.0,HBACK,3,F,E,4
12483,2.47,0.5694729637,0,0,0.0,STNWG,2,F,D,4
12484,2.18,0.3449691992,0,0,0.0,SEDAN,1,F,C,4
12485,2.35,0.5694729637,0,0,0.0,STNWG,3,M,A,2
12486,2.68,0.8405201916,0,0,0.0,SEDAN,1,F,C,3
12487,1.06,0.1587953457,0,0,0.0,HBACK,3,F,B,1
12488,0.31,0.372347707,0,0,0.0,SEDAN,4,F,C,4
12489,0.6,0.1587953457,0,0,0.0,HBACK,4,F,A,5
12490,1.52,0.5694729637,0,0,0.0,HBACK,3,M,A,5
12491,1.13,0.4298425736,0,0,0.0,SEDAN,3,F,A,4
12492,1.36,0.8405201916,0,0,0.0,SEDAN,3,M,A,3
12493,1.98,0.8761122519,1,1,1731.1699982,SEDAN,2,F,B,5
12494,1.15,0.372347707,0,0,0.0,STNWG,4,F,E,2
12495,1.13,0.1013004791,0,0,0.0,STNWG,4,M,D,2
12496,1.77,0.5694729637,0,0,0.0,SEDAN,1,F,D,6
12497,0.65,0.629705681,0,0,0.0,COUPE,4,F,C,3
12498,1.37,0.3696098563,0,0,0.0,SEDAN,2,F,C,1
12499,0.81,0.3696098563,0,0,0.0,STNWG,4,F,B,4
12500,0.9,0.4298425736,0,0,0.0,STNWG,4,F,C,4
12501,1.4,0.5694729637,0,0,0.0,MIBUS,3,M,A,3
12502,1.22,0.3696098563,0,0,0.0,STNWG,4,F,D,2
12503,0.92,0.3696098563,0,0,0.0,UTE,4,M,D,4
12504,1.02,0.5694729637,0,0,0.0,HBACK,2,F,D,6
12505,3.99,0.3696098563,0,0,0.0,STNWG,2,M,A,3
12506,0.88,0.4298425736,0,0,0.0,UTE,4,M,A,3
12507,0.44,0.5694729637,0,0,0.0,SEDAN,4,F,A,5
12508,1.74,0.3696098563,0,0,0.0,STNWG,3,M,C,3
12509,1.42,0.9664613279,0,0,0.0,STNWG,3,F,E,6
12510,1.57,0.1232032854,0,0,0.0,UTE,3,M,E,2
12511,3.52,0.4490075291,0,0,0.0,STNWG,1,M,B,5
12512,2.12,0.3696098563,0,0,0.0,STNWG,2,M,A,3
12513,0.91,0.4572210814,0,0,0.0,HBACK,3,F,C,4
12514,1.5,0.1232032854,0,0,0.0,STNWG,4,F,B,4
12515,1.23,0.3696098563,0,0,0.0,UTE,3,M,E,6
12516,1.26,0.5366187543,0,0,0.0,HBACK,2,F,C,1
12517,0.89,0.3696098563,0,0,0.0,HBACK,3,M,C,4
12518,2.57,0.4490075291,0,0,0.0,MIBUS,3,F,C,3
12519,1.16,0.3668720055,0,0,0.0,SEDAN,4,M,A,5
12520,1.53,0.3668720055,0,0,0.0,HBACK,3,F,C,5
12521,1.62,0.9664613279,0,0,0.0,SEDAN,3,F,C,3
12522,1.83,0.3832991102,0,0,0.0,STNWG,4,M,A,5
12523,0.46,0.9993155373,0,0,0.0,PANVN,4,M,B,3
12524,5.499,0.4599589322,0,0,0.0,STNWG,1,F,E,2
12525,1.51,0.4490075291,0,0,0.0,STNWG,4,F,C,5
12526,1.25,0.2464065708,0,0,0.0,HBACK,2,F,D,5
12527,3.43,0.605065024,0,0,0.0,STNWG,3,M,A,2
12528,0.99,0.1998631075,0,0,0.0,HBACK,2,F,A,5
12529,1.85,0.1587953457,1,1,353.76999998,SEDAN,2,F,C,2
12530,2.15,0.7802874743,0,0,0.0,SEDAN,4,M,D,5
12531,1.96,0.6351813826,0,0,0.0,STNWG,2,M,B,3
12532,2.26,0.7802874743,0,0,0.0,HDTOP,2,M,C,5
12533,2.18,0.7802874743,0,0,0.0,UTE,3,M,F,4
12534,1.82,0.6242299795,1,1,367.5,SEDAN,2,M,D,5
12535,1.16,0.4791238877,1,1,7205.9099731,SEDAN,3,F,E,4
12536,1.54,0.6461327858,0,0,0.0,STNWG,2,F,B,3
12537,1.54,0.1587953457,0,0,0.0,SEDAN,1,F,C,3
12538,1.52,0.7802874743,0,0,0.0,STNWG,4,M,F,4
12539,2.77,0.7802874743,0,0,0.0,STNWG,3,M,A,5
12540,2.66,0.4462696783,0,0,0.0,STNWG,2,M,F,2
12541,3.55,0.7693360712,0,0,0.0,STNWG,2,M,D,4
12542,1.51,0.1615331964,0,0,0.0,COUPE,3,F,B,5
12543,0.97,0.8377823409,0,0,0.0,HDTOP,4,F,B,3
12544,3.416,0.9993155373,0,0,0.0,UTE,1,M,C,3
12545,2.54,0.7802874743,0,0,0.0,SEDAN,1,F,A,1
12546,1.24,0.8761122519,0,0,0.0,UTE,4,M,D,4
12547,2.32,0.2464065708,0,0,0.0,STNWG,3,F,C,3
12548,1.24,0.8733744011,0,0,0.0,STNWG,3,F,C,3
12549,2.12,0.1067761807,0,0,0.0,SEDAN,1,F,D,4
12550,1.03,0.5201916495,1,1,587.40999985,HBACK,2,F,C,2
12551,1.78,0.4873374401,0,0,0.0,TRUCK,1,M,C,3
12552,4.03,0.4490075291,0,0,0.0,STNWG,2,M,C,3
12553,1.25,0.4490075291,0,0,0.0,STNWG,4,F,A,2
12554,4.64,0.2409308693,0,0,0.0,STNWG,1,M,E,6
12555,2.47,0.3121149897,0,0,0.0,STNWG,3,M,C,3
12556,1.68,0.8761122519,0,0,0.0,SEDAN,2,F,B,5
12557,1.73,0.5612594114,0,0,0.0,STNWG,4,M,C,5
12558,1.94,0.372347707,0,0,0.0,SEDAN,3,M,E,6
12559,1.99,0.3531827515,0,0,0.0,UTE,4,F,C,3
12560,2.99,0.7529089665,0,0,0.0,STNWG,3,F,D,4
12561,0.71,0.5092402464,0,0,0.0,HBACK,4,F,C,5
12562,9.43,0.8377823409,0,0,0.0,COUPE,2,F,B,3
12563,1.22,0.7802874743,0,0,0.0,COUPE,4,M,C,1
12564,2.43,0.8377823409,0,0,0.0,SEDAN,1,F,C,3
12565,3.75,0.9883641341,0,0,0.0,TRUCK,2,M,A,2
12566,2.08,0.8761122519,0,0,0.0,UTE,3,M,D,4
12567,2.39,0.1232032854,0,0,0.0,HBACK,2,F,D,4
12568,1.75,0.5092402464,0,0,0.0,TRUCK,1,M,B,1
12569,0.87,0.7802874743,0,0,0.0,HBACK,3,F,A,5
12570,1.66,0.7693360712,0,0,0.0,HBACK,3,M,D,4
12571,1.34,0.1615331964,0,0,0.0,HBACK,2,F,C,2
12572,1.55,0.1615331964,0,0,0.0,HBACK,1,F,E,1
12573,6.58,0.4982888433,0,0,0.0,STNWG,1,M,F,2
12574,5.24,0.1232032854,0,0,0.0,STNWG,2,M,A,2
12575,1.42,0.605065024,0,0,0.0,SEDAN,3,F,B,4
12576,1.16,0.2464065708,0,0,0.0,SEDAN,3,F,C,4
12577,1.75,0.4462696783,0,0,0.0,HBACK,2,F,C,2
12578,0.97,0.8761122519,0,0,0.0,SEDAN,4,M,C,4
12579,4.5,0.7802874743,1,1,1331.8199997,TRUCK,1,F,B,2
12580,0.8,0.8377823409,0,0,0.0,HBACK,3,F,E,4
12581,0.6,0.7501711157,0,0,0.0,SEDAN,4,F,D,6
12582,4.48,0.257357974,0,0,0.0,STNWG,1,F,D,5
12583,1.6,0.2683093771,0,0,0.0,SEDAN,2,M,A,4
12584,3.73,0.2464065708,0,0,0.0,STNWG,2,F,C,4
12585,1.95,0.7802874743,0,0,0.0,HBACK,1,F,C,1
12586,1.46,0.2683093771,1,1,630.47999954,SEDAN,3,F,B,3
12587,2.7,0.7775496235,1,1,260.0,STNWG,2,F,A,2
12588,1.47,0.7802874743,0,0,0.0,HBACK,1,M,B,2
12589,1.43,0.7802874743,0,0,0.0,COUPE,3,F,A,4
12590,0.83,0.1232032854,0,0,0.0,SEDAN,4,M,A,2
12591,1.58,0.8733744011,0,0,0.0,HBACK,3,F,B,2
12592,1.05,0.7802874743,1,1,633.3399992,SEDAN,3,M,B,4
12593,1.49,0.2683093771,0,0,0.0,SEDAN,3,F,A,4
12594,1.33,0.9993155373,0,0,0.0,STNWG,4,M,A,3
12595,0.78,0.3668720055,1,2,6407.8899803,HBACK,4,M,A,4
12596,0.79,0.2464065708,0,0,0.0,SEDAN,4,M,F,2
12597,1.23,0.1889117043,0,0,0.0,STNWG,4,M,E,5
12598,2.42,0.1889117043,0,0,0.0,STNWG,3,F,C,4
12599,1.14,0.3641341547,0,0,0.0,SEDAN,3,F,B,4
12600,1.34,0.2464065708,0,0,0.0,SEDAN,3,F,C,2
12601,2.77,0.1889117043,0,0,0.0,SEDAN,3,M,A,4
12602,1.76,0.1889117043,0,0,0.0,STNWG,4,F,D,3
12603,2.0,0.2464065708,0,0,0.0,SEDAN,2,M,A,3
12604,2.11,0.8761122519,0,0,0.0,SEDAN,2,F,B,6
12605,0.77,0.8761122519,0,0,0.0,HBACK,4,F,A,4
12606,0.95,0.4900752909,0,0,0.0,TRUCK,4,M,C,2
12607,1.85,0.8377823409,0,0,0.0,SEDAN,2,F,B,1
12608,0.7,0.1752224504,0,0,0.0,UTE,4,M,E,5
12609,1.33,0.7802874743,0,0,0.0,STNWG,4,M,A,2
12610,1.73,0.1889117043,0,0,0.0,SEDAN,2,M,C,5
12611,0.84,0.7802874743,0,0,0.0,HBACK,3,F,B,5
12612,2.18,0.4462696783,0,0,0.0,SEDAN,1,M,E,1
12613,1.15,0.5092402464,0,0,0.0,HDTOP,4,M,D,3
12614,0.72,0.2683093771,0,0,0.0,SEDAN,4,F,B,2
12615,0.72,0.7036276523,1,3,2677.6636353,HBACK,4,M,A,1
12616,1.37,0.128678987,0,0,0.0,HBACK,1,F,C,4
12617,1.45,0.4818617385,0,0,0.0,SEDAN,2,F,C,5
12618,0.95,0.2436687201,0,0,0.0,SEDAN,3,F,B,3
12619,1.27,0.0465434634,0,0,0.0,UTE,3,F,A,5
12620,1.36,0.7802874743,0,0,0.0,HBACK,2,F,B,4
12621,1.56,0.9993155373,1,1,1800.5199966,SEDAN,1,M,B,2
12622,3.14,0.1889117043,0,0,0.0,STNWG,3,M,E,2
12623,0.98,0.643394935,0,0,0.0,SEDAN,3,M,C,5
12624,1.17,0.4462696783,0,0,0.0,SEDAN,3,F,B,2
12625,1.11,0.1889117043,0,0,0.0,SEDAN,3,F,A,2
12626,0.78,0.4106776181,0,0,0.0,SEDAN,4,M,C,1
12627,1.24,0.1889117043,0,0,0.0,HBACK,1,F,D,6
12628,1.46,0.4900752909,0,0,0.0,SEDAN,2,F,B,3
12629,1.15,0.5420944558,0,0,0.0,HBACK,3,F,C,3
12630,3.22,0.8131416838,0,0,0.0,SEDAN,2,M,B,2
12631,1.92,0.1889117043,0,0,0.0,STNWG,3,M,A,3
12632,0.9,0.1697467488,0,0,0.0,PANVN,4,M,C,3
12633,1.58,0.5420944559,0,0,0.0,HBACK,1,F,C,4
12634,0.78,0.1889117043,0,0,0.0,HBACK,3,F,B,4
12635,0.85,0.4873374401,0,0,0.0,BUS,4,M,A,3
12636,0.61,0.4572210814,0,0,0.0,SEDAN,4,F,C,3
12637,1.55,0.6461327858,0,0,0.0,SEDAN,2,M,A,1
12638,2.234,0.7775496235,0,0,0.0,SEDAN,1,F,C,3
12639,2.73,0.2464065708,0,0,0.0,STNWG,2,M,A,3
12640,0.76,0.5420944558,0,0,0.0,HBACK,3,M,A,3
12641,1.3,0.9801505818,0,0,0.0,HBACK,2,F,A,1
12642,1.66,0.5420944559,0,0,0.0,HBACK,2,F,A,4
12643,1.64,0.2464065708,0,0,0.0,STNWG,4,F,C,2
12644,1.16,0.5420944559,0,0,0.0,STNWG,4,M,B,2
12645,1.25,0.2518822724,0,0,0.0,HBACK,3,F,C,2
12646,1.47,0.5420944559,1,2,8458.5399857,HBACK,2,F,C,4
12647,0.88,0.8788501027,0,0,0.0,SEDAN,4,M,B,2
12648,2.68,0.8678986995,0,0,0.0,SEDAN,3,M,C,4
12649,2.15,0.4791238877,0,0,0.0,UTE,2,M,F,1
12650,1.22,0.257357974,0,0,0.0,STNWG,4,F,A,2
12651,0.95,0.7775496235,1,1,389.94999981,HBACK,3,F,F,1
12652,1.59,0.3969883641,0,0,0.0,HBACK,1,M,B,3
12653,1.76,0.2464065708,0,0,0.0,HBACK,1,F,C,3
12654,1.42,0.4900752909,0,0,0.0,UTE,3,M,B,1
12655,2.74,0.3969883641,0,0,0.0,STNWG,1,M,A,5
12656,1.91,0.7310061602,0,0,0.0,HBACK,2,M,C,5
12657,2.48,0.810403833,0,0,0.0,SEDAN,1,F,C,5
12658,2.38,0.4900752909,0,0,0.0,SEDAN,1,F,B,4
12659,1.5,0.5092402464,0,0,0.0,HDTOP,4,M,C,3
12660,1.75,0.1889117043,0,0,0.0,HBACK,2,M,B,4
12661,1.39,0.5859000684,0,0,0.0,HBACK,1,M,C,2
12662,1.89,0.4599589322,0,0,0.0,SEDAN,3,M,B,4
12663,1.23,0.1177275838,0,0,0.0,MIBUS,4,F,E,5
12664,0.7,0.5420944559,0,0,0.0,STNWG,4,M,D,3
12665,1.4,0.4572210814,0,0,0.0,STNWG,4,F,F,2
12666,1.9,0.5092402464,0,0,0.0,UTE,1,M,A,2
12667,1.58,0.2464065708,0,0,0.0,SEDAN,2,M,C,1
12668,0.97,0.4900752909,0,0,0.0,SEDAN,3,F,B,4
12669,1.85,0.2464065708,0,0,0.0,SEDAN,1,F,A,2
12670,1.11,0.1697467488,0,0,0.0,UTE,3,M,B,1
12671,1.26,0.9993155373,0,0,0.0,HBACK,2,M,B,2
12672,1.01,0.5092402464,0,0,0.0,SEDAN,3,M,D,1
12673,1.66,0.5420944559,0,0,0.0,HBACK,2,F,A,3
12674,1.43,0.643394935,0,0,0.0,SEDAN,3,F,A,4
12675,1.82,0.2464065708,0,0,0.0,UTE,3,M,A,3
12676,0.74,0.2464065708,0,0,0.0,HBACK,4,F,E,3
12677,2.07,0.4900752909,0,0,0.0,STNWG,3,F,B,2
12678,1.26,0.9993155373,0,0,0.0,HBACK,2,F,C,2
12679,1.87,0.514715948,0,0,0.0,SEDAN,2,M,B,5
12680,2.08,0.4900752909,0,0,0.0,STNWG,3,M,A,6
12681,0.83,0.5338809035,0,0,0.0,HBACK,3,F,D,5
12682,1.29,0.6461327858,0,0,0.0,SEDAN,3,M,B,3
12683,1.57,0.0876112252,0,0,0.0,SEDAN,3,F,A,3
12684,3.96,0.0848733744,0,0,0.0,STNWG,2,F,E,1
